time_step,eval_return_mean,eval_std_mean,timestamp
0,-1345.8213165460147,36.4244021966345,2021-03-02 10:47:18
10000,-1350.4181364732158,44.95114603446784,2021-03-02 10:48:04
20000,-1155.0250705030858,82.38365384889283,2021-03-02 10:52:03
30000,-606.6051402323716,898.7889094591142,2021-03-02 10:56:14
40000,644.3779853547478,69.32788132929817,2021-03-02 11:00:24
50000,95.4586266569003,547.181405463811,2021-03-02 11:04:33
60000,707.4298475322556,84.68956855870209,2021-03-02 11:08:43
70000,886.1488114434118,37.547597235763696,2021-03-02 11:12:53
80000,986.0132158594968,29.713618831367974,2021-03-02 11:17:04
90000,939.5532486726888,36.820164205311634,2021-03-02 11:21:14
100000,1347.8647996197649,6.847769003884848,2021-03-02 11:25:22
110000,1073.4267492727733,151.28601936545317,2021-03-02 11:29:32
120000,1398.250413459593,35.73664442786122,2021-03-02 11:33:41
130000,1464.0951110344408,17.376799209638055,2021-03-02 11:37:50
140000,1661.5481449648983,26.055087514522878,2021-03-02 11:42:00
150000,1754.641378126468,17.49983757752882,2021-03-02 11:46:10
160000,1701.268444848511,17.170212746552185,2021-03-02 11:50:20
170000,1793.3288312525324,8.3201338728556,2021-03-02 11:54:30
180000,1839.1971870171303,8.48937016081609,2021-03-02 11:58:39
190000,1871.7170851722676,7.335493660167224,2021-03-02 12:02:48
200000,1977.493537863503,5.730090335772669,2021-03-02 12:06:57
210000,1982.1159993744793,6.965367225742517,2021-03-02 12:11:06
220000,1938.685586219617,27.052240284180453,2021-03-02 12:15:15
230000,1940.1083069500833,8.418585347737258,2021-03-02 12:19:25
240000,1943.1235945906865,17.91957413595122,2021-03-02 12:23:34
250000,1993.642145762499,21.635019419936352,2021-03-02 12:27:43
260000,1925.9124861934608,27.443645593050547,2021-03-02 12:31:53
270000,1967.8585388094925,17.427471594547963,2021-03-02 12:36:01
280000,1981.3730038786264,25.489174420182344,2021-03-02 12:40:11
290000,1995.3731164567205,23.975088148481383,2021-03-02 12:44:20
300000,2019.2741915105187,16.046442765310413,2021-03-02 12:48:30
310000,2092.2169690661917,15.93804559314282,2021-03-02 12:52:40
320000,2061.301009943364,14.341631673995055,2021-03-02 12:56:49
330000,2105.086692771612,16.073642173236927,2021-03-02 13:00:58
340000,2105.3887287840926,14.854057515419886,2021-03-02 13:05:07
350000,2062.517809493526,17.73762289357442,2021-03-02 13:09:16
360000,2087.5595522499502,16.3859830652262,2021-03-02 13:13:25
370000,2113.8099144070757,9.094984651218734,2021-03-02 13:17:36
380000,2102.583450921754,14.483169153060388,2021-03-02 13:21:45
390000,2100.638436204154,13.867781533183896,2021-03-02 13:25:55
400000,2131.093696907722,29.689530677051476,2021-03-02 13:30:04
410000,2140.894324869023,12.247324174056256,2021-03-02 13:34:12
420000,2178.7638683793257,19.124010971762974,2021-03-02 13:38:21
430000,2132.0539294736036,12.764075618369075,2021-03-02 13:42:29
440000,2185.0532282415247,10.873941372514784,2021-03-02 13:46:38
450000,2216.457714960486,10.638976548949074,2021-03-02 13:50:47
460000,2144.561303755143,17.911070414242115,2021-03-02 13:54:55
470000,2220.348960203094,27.09694255527381,2021-03-02 13:59:04
480000,2208.7309991008756,25.563586352256713,2021-03-02 14:03:13
490000,2217.3162303931085,6.760997337352682,2021-03-02 14:07:21
500000,2226.7646226270126,6.265306844878842,2021-03-02 14:11:29
510000,2229.066301380624,4.833703839277926,2021-03-02 14:15:37
520000,2224.3892587316677,18.136362638595173,2021-03-02 14:19:46
530000,2238.272504809805,11.653497147390837,2021-03-02 14:23:54
540000,2245.998400177743,14.043566538748625,2021-03-02 14:28:03
550000,2286.3374611578174,8.21918024558155,2021-03-02 14:32:12
560000,2243.55647316221,8.1224497791483,2021-03-02 14:36:19
570000,2267.0049787556136,7.836918698311654,2021-03-02 14:40:28
580000,2250.539327885813,4.7350217457997985,2021-03-02 14:44:36
590000,2299.684806698048,11.276249015398879,2021-03-02 14:48:45
600000,2281.835109781001,14.074296080976454,2021-03-02 14:52:54
610000,2257.665493664989,5.46556488193897,2021-03-02 14:57:03
620000,2268.596087956288,7.456014005880003,2021-03-02 15:01:12
630000,2237.4628305249466,7.467510359431672,2021-03-02 15:05:19
640000,2315.1101148173775,6.557888837592416,2021-03-02 15:09:27
650000,2311.1996717586285,7.691719795941565,2021-03-02 15:13:35
660000,2278.7326580141257,9.33413214879425,2021-03-02 15:17:44
670000,2257.4419890256295,9.26989292569701,2021-03-02 15:21:52
680000,2308.773612531221,7.293799314411609,2021-03-02 15:26:01
690000,2295.4134737701634,9.450454167515376,2021-03-02 15:30:09
700000,2312.93814942102,14.493590689215992,2021-03-02 15:34:17
710000,2317.2910082523344,11.056551154857885,2021-03-02 15:38:25
720000,2289.3823396513208,3.2480136036410063,2021-03-02 15:42:33
730000,2289.677746502187,8.002937771886199,2021-03-02 15:46:41
740000,2321.5342404080857,5.758803325886714,2021-03-02 15:50:51
750000,2325.9799038689225,4.509784698977528,2021-03-02 15:54:59
760000,2363.3327042580977,4.311517539147381,2021-03-02 15:59:08
770000,2318.085337071219,5.504863813160604,2021-03-02 16:03:18
780000,2352.2868591574866,4.2074290849597755,2021-03-02 16:07:26
790000,2364.132657492055,4.298810783827555,2021-03-02 16:11:35
800000,2385.6830608026044,3.726716693343282,2021-03-02 16:15:43
810000,2352.1600735043853,9.172774630459102,2021-03-02 16:19:52
820000,2391.398375250427,5.510740326944144,2021-03-02 16:24:01
830000,2373.060570047409,2.825334692363784,2021-03-02 16:28:11
840000,2338.7080040790306,7.683046192993066,2021-03-02 16:32:20
850000,2394.0901593439453,8.30340113167873,2021-03-02 16:36:28
860000,2367.730478765193,6.338267796594621,2021-03-02 16:40:36
870000,2393.5512031889007,9.131933925242413,2021-03-02 16:44:44
880000,2369.4964756426643,5.6909359642398,2021-03-02 16:48:52
890000,2398.8573027330413,3.095911665657725,2021-03-02 16:53:02
900000,2407.272388242748,9.533543747380254,2021-03-02 16:57:11
910000,2422.377984894457,6.549388560618017,2021-03-02 17:01:19
920000,2398.9771602129144,7.658874507352524,2021-03-02 17:05:28
930000,2395.3436191590868,6.617285191494288,2021-03-02 17:09:35
940000,2404.809164193911,3.8320643484271746,2021-03-02 17:13:43
950000,2415.0685171787327,4.677998934016006,2021-03-02 17:17:51
960000,2420.8417921140335,8.187701889805743,2021-03-02 17:22:00
970000,2441.420368789103,11.473550564012305,2021-03-02 17:26:08
980000,2459.4947944993064,6.904304665265577,2021-03-02 17:30:17
990000,2444.790748343673,1.013897598070456,2021-03-02 17:34:25
1000000,2444.4242875390196,3.976377135634683,2021-03-02 17:38:33
1010000,2434.5064876964107,2.7416723203384197,2021-03-02 17:42:41
1020000,2470.361734610574,4.649397879971084,2021-03-02 17:46:49
1030000,2432.2649295828214,2.996897588457152,2021-03-02 17:50:56
1040000,2432.6425690751776,9.611716517229787,2021-03-02 17:55:05
1050000,2437.957575283417,5.223439420663862,2021-03-02 17:59:13
1060000,2427.6130627613284,6.467284921497682,2021-03-02 18:03:22
1070000,2438.378550126522,2.6140476242209614,2021-03-02 18:07:31
1080000,2463.6005555476486,10.550240644828866,2021-03-02 18:11:40
1090000,2431.921816596522,10.040294948242465,2021-03-02 18:15:47
1100000,2467.842018424526,3.245567081455103,2021-03-02 18:19:55
1110000,2441.802507060839,5.2441344757964705,2021-03-02 18:24:03
1120000,2458.084606486617,7.761342257199928,2021-03-02 18:28:12
1130000,2476.6848509145866,6.535295937361216,2021-03-02 18:32:20
1140000,2456.0195564126966,8.88664576162403,2021-03-02 18:36:28
1150000,2433.6115227713235,9.970793484133582,2021-03-02 18:40:36
1160000,2485.5515617174833,11.016303755958333,2021-03-02 18:44:44
1170000,2459.95648372447,6.739087006414381,2021-03-02 18:48:53
1180000,2462.112413980416,5.784412422537252,2021-03-02 18:53:01
1190000,2463.9440059868894,5.7806013449950795,2021-03-02 18:57:11
1200000,2467.7101352445407,8.81814636023564,2021-03-02 19:01:19
1210000,2491.9026353461923,4.83936604160755,2021-03-02 19:05:28
1220000,2472.7134120366964,4.781694119816461,2021-03-02 19:09:36
1230000,2515.546180686538,7.170493250152483,2021-03-02 19:13:45
1240000,2483.0558649682544,5.373808623530017,2021-03-02 19:17:52
1250000,2492.2807139513316,9.609758387642957,2021-03-02 19:22:00
1260000,2491.5609170383036,3.6850580703732194,2021-03-02 19:26:08
1270000,2486.9161369483345,6.70766427114345,2021-03-02 19:30:17
1280000,2477.224296460804,12.85915435528168,2021-03-02 19:34:26
1290000,2480.388478980958,3.0205099933497395,2021-03-02 19:38:34
1300000,2507.981774935725,4.55811816290772,2021-03-02 19:42:42
1310000,2491.005804618978,6.20884333524072,2021-03-02 19:46:50
1320000,2479.2074157155484,12.520568177419324,2021-03-02 19:50:58
1330000,2511.1329517039544,8.085046451025734,2021-03-02 19:55:07
1340000,2486.0341110918025,7.267254286967875,2021-03-02 19:59:16
1350000,2505.845750285268,5.455004003967407,2021-03-02 20:03:25
1360000,2492.8158544254293,11.619689648437278,2021-03-02 20:07:33
1370000,2488.54960361985,8.104967300543395,2021-03-02 20:11:41
1380000,2484.000954632314,6.059476436796815,2021-03-02 20:15:49
1390000,2507.3684208325467,7.678301460016879,2021-03-02 20:19:57
